id,name,username,date,reply_to,content,reply,retweet,like
NicoYuliantoSep72021ahmadiy,Nico Yulianto,@NicoYulianto6,"Sep 7, 2021",@KompasTV,ahmadiyah itu siapa sih?? knp dibakar...apa perlu bantuan mengingat era PPKM dilamakan ini,,,
LastmanSep72021Mungkin,Lastman,@lastman365214,"Sep 7, 2021",@OposisiCerdas,"Mungkin selama Ahmadiyah tdk mengklaim sbg Islam, tdk akan ada masalah.",,,
NusantaraHadiSep72021Faktany,NusantaraHadi,@CupangSawah7,"Sep 7, 2021",@umat_jahiliyah,Faktanya keyakinan mereka tidak membuat mereka menjadi orang jahat. Orang-orang Ahmadiyah berkelakuan lebih baik dari kalian.,1,,4
ArwinSholihinSep72021Betul i,Arwin Sholihin,@er_sholihin,"Sep 7, 2021",,"Betul itu, tdk boleh membiarkan kesewenang2an. Maka itu polri hrs menghentikan org2 ahmadiyah yg mengaku islam ini. Silahkan mrk beribadah tp jgn atas nmkan islam. Sebab yg memegang teguh islam pasti  tersinggung dan marah ktk agamanya yg mulia di hinakan dg praktik yg melenceng.",,,
"Black_antSep72021Sory,  ",Black_ant,@arif_AL_Java,"Sep 7, 2021",@WR_4AG226id,"Sory,  harus dibedakan. Ini Ahmadiyah ALIRAN SESAT.  MENGAKUI NABI SETELAH NABI MUHAMMAD SAW. PUNYA KITAB SUCI SENDIRI TADZKIROH. SESAT MENYESATKAN DAN NDUABLEK. NABINYA MIRZA GHULAM AHMAD. MUI HARUSNYA CEPAT ANTISIPASI BUKAN MALAH BERI RUANG.",1,,
DudungAbdulLatiefSep72021https:/,Dudung Abdul Latief,@ddulatief,"Sep 7, 2021",,"https://news.detik.com/berita/d-5712653/9-tersangka-perusak-masjid-ahmadiyah-di-sintang-terancam-5-tahun-bui…
Polisi telah menetapkan 9 orang tersangka dalam kasus perusakan masjid Ahmadiyah di Tempunak, Sintang. Para terancam 5 tahun 6 bulan penjara. Apresiasi untuk 
@DivHumas_Polri
 @poldakalbar
. Kami Masih menunggu tindakan tegas aparat menangkap otak penghasut.",2,9,14
AngingMammiriSep72021Assalam,Anging Mammiri,@AngingMamiri26,"Sep 7, 2021",,"Assalamualaikum Warahmatullahi Wabarakatuh...pagi all

Wajah begitu
Moral Juga Jelek.. 
Susah amat hidup loe, dan belum tentu juga masuk Sorga 

Provokator pengrusakan dan pembakaran bangunan Ahmadiyah..",40,71,199
JenaharaSep72021Dlm hal,Jenahara,@seroja_merah,"Sep 7, 2021",@pengarang_sajak,Dlm hal ini negara yg lemah. Kasus Ahmadiyah dibiarkan menggantung mulai dulu sehingga penindasan akan terus terjadi. Para pelaku di tragedi Cikeusik yg jatuh korban hny dihukum 6bln penjara,,,2
sastroSep72021shrsy p,sastro,@sastro0001,"Sep 7, 2021",@DanangTiyasworo,shrsy pmrnth / MUI mndkti mereka yaitu kaum bani ahmadiyah utk kmbli mnjdi k jln y bnr agar tdk tssst. krn tdk ady usaha sprti itu dr phk MUI mk ahmdiyah tdk mgthui bhw drny adlh sesat. shg tjdlh prskn2 msjd mlk ahmadiyah,3,,1
SEKNAS#RISep72021Genosid,SEKNAS #RI,@_SEKNAS_RI,"Sep 7, 2021",,"Genosida

Dukung Ahmadiyah!
@KabSintang
 
@pemprovkalbar
 
@poldakalbar
 
@PolresSintang",,,
AK™|Sep7202104.12 W,A K ™ |,@__AnakKolong,"Sep 7, 2021",,"04.12 WIB | ADZAN SUBUH DI WILAYAH SINTANG KALIMANTAN BARAT. 
.
.
Adzan yang dikenali oleh jemaat Ahmadiyah di Sintang Kalimantan Barat sebagai panggilan untuk menunaikan sholat subuhnya. 

""SELAMAT MENUNAIKAN SHOLAT SUBUH & JANGAN BERHENTI MENJADI MANUSIA"".
.
.
.",5,19,67
CNNIndonesiaSep72021Setara ,CNN Indonesia,@CNNIndonesia,"Sep 7, 2021",,Setara Sebut Tito Karnavian Paling Lembek di Kasus Ahmadiyah,2,4,10
donibarSep72021Apakah ,donibar,@donibar,"Sep 7, 2021",@Dennysiregar7,Apakah ahmadiyah itu agama baru / bukan islam ?,,,
sugiSep72021Apakah ,sugi,@sugiugiek,"Sep 7, 2021",@emerson_yuntho,Apakah selama ini pengikut ahmadiyah berulah atau bikin gaduh ? Tidak ! Yg bikin gaduh dan berulah itu PKS dgn komen2 dan postingan. Hoax aja dipercaya. La wong janji pajak STNK gratis aja ga pernah ditepati.,,,
VOAIndonesiaSep72021Simak: ,VOA Indonesia,@voaindonesia,"Sep 7, 2021",,"Simak: VOA This Morning 7 September 2021.
Komnas HAM minta polisi mengusut aktor intelektual perusakan rumah ibadah Jemaat Ahmadiyah di Sintang, Kalbar. Sementara itu, tentara Guinea ambil alih kekuasaan dan mengumumkan penggulingan Presiden Alpha Conde.",,1,1
KOMPASTVSep72021Minta K,KOMPAS TV,@KompasTV,"Sep 7, 2021",,"Minta Komnas HAM Usut Diskrimansi Jemaah Ahmadiyah, Kuasa Hukum: Tindak Setiap Pihak yang Terlibat http://dlvr.it/S73SYm",1,1,6
OrangUluBorneoSep72021Perusak,Orang Ulu Borneo,@ianapokayan,"Sep 7, 2021",,"Perusak Masjid Ahmadiyah Tak Ditangkap, Polisi Klaim Strategi https://cnnindonesia.com/nasional/20210904170915-12-689782/perusak-masjid-ahmadiyah-tak-ditangkap-polisi-klaim-strategi…

Cc. 
@Dennysiregar7",,,
ErniFebriTSep72021Komnas ,Erni Febri T,@ernifebri1,"Sep 7, 2021",,Komnas HAM Minta Polisi Usut Aktor Intelektual Perusakan Masjid Ahmadiyah http://dlvr.it/S73QX6,,,
MyunitedSep72021Mirza g,Myunited,@doainakubigwin,"Sep 7, 2021",@fAr_idaa,Mirza ghulam ahmad nabi ahmadiyah mba,2,,
אניעצמיואנוכיSep72021SKB 3 M,אני עצמי ואנוכי,@D4Rambe,"Sep 7, 2021",,"SKB 3 Mentri melarang Ahmadiyah...



*pekok",,,
DedenSujanaSep72021Baru em,Deden Sujana,@dedensujana,"Sep 7, 2021",,Baru empati sekarang bang sama Ahmadiyah setelah ratusan akun aktivis toleransi membela Mesjid Ahmadiyah yg ancur,,,
FunderREIManagementSep72021Komnas ,Funder REI Management,@FunderRei,"Sep 7, 2021",,Komnas HAM Minta Polisi Usut Aktor Intelektual Perusakan Masjid Ahmadiyah,,,
IndraBasoSep72021Wkwkw f,Indra Baso,@NusantaraNol,"Sep 7, 2021",@awwicakk,Wkwkw faktanya Mereke membakar Masjid Ahmadiyah,1,,
PepiyarSep72021FPI Sin,Pepiyar,@Pepiyar,"Sep 7, 2021",,"FPI Sintang Islamkan Pasutri Yang Terjerat aliran Sesat Ahmadiyah
https://bit.ly/2YrfDIB",,,
"BotBacautas|BiarlebihenakdibacaSep72021Haloo 
",Bot Bacautas | Biar lebih enak dibaca,@bacautas,"Sep 7, 2021",@wahabi92013848,"Haloo 
@wahabi92013848
  Selamat membaca!
""Assalamualaikum Wr Wb Pak 
@hnurwahid
 jika dibutuhkan saya bisa bantu buatkan draft pernyataan Bapak tentang kecaman perusakan rumah ibadah (Masjid Ahmadiyah) yang baru saja terjadi 
..."" https://bacautas.com/1434809798717886464…",,,1
Mark_zSep72021dia yg ,Mark_z,@Mark_Zepper,"Sep 7, 2021",@Corona_KafirNw,dia yg dulu ngotot dikeluarkan skb 3 menteri tentang ahmadiyah.....biang kerok kerusuhan sara ya MUI....fatwa haram mengucapkan selamat atas perayaan agama lain...organisasi yg sudah sampai kepelosok dan mengharamkan orang lain,,,1
ᑎGEᑎᑎEᘔSep72021FPI Sin,ᑎGEᑎᑎEᘔ,@Ngennez,"Sep 7, 2021",,FPI Sintang Islamkan Pasutri Yang Terjerat aliran Sesat Ahmadiyah,,,
lantakanemas.comSep72021Masjid ,lantakanemas.com,@lantakanemas,"Sep 7, 2021",,Masjid Ahmadiyah Sintang diserang: 'Perempuan trauma dan takut keluar rumah. Badan gemetar dan lemas',,,
IwanSep72021Pak Pol,Iwan,@iwan27james,"Sep 7, 2021",@Khoirudin_26,Pak Polisi tolong di Bereskan semua Para Pelaku2 Pembakar Masjid Ahmadiyah Sintang ya !!,,,
billtemporoSep72021GAFATAR,bill temporo,@BillTemporo,"Sep 7, 2021",,GAFATAR=Gerakan Fajar Nusantara=AHMADIYAH=KAFIR http://bit.ly/1PVStvm,,,
zakaSep72021please ,zaka,@ArzakaniYasiz,"Sep 7, 2021",@Khoirudin_26,"please tangkap PAK POLISI n HUKUM MATIK pembakar MASJID AHMADIYAH cc 
@DivHumas_Polri",,,
SuaraIslamSep72021Alhamdu,Suara Islam,@suaraislamco,"Sep 7, 2021",,Alhamdulillah! Polisi Tetapkan 9 Orang Jadi Tersangka Perusakan Masjid Ahmadiyah Sintang http://dlvr.it/S736Cq,,,2
CALLOFDUTYMOBILESep72021- perus,CALL OF DUTY MOBILE,@CODM_lndonesia,"Sep 7, 2021",@paristonhill91,"- perusakan masjid Ahmadiyah (2hari lalu)
- sulitnya mendirikan rumah ibadah (tidak muncul di media)
- perumahan syariah
- lingkungan khusus agama X (cari kontrakan sulit)

Di lapangan masih banyak begitu ",,,
TonnaySep72021sumpah ,Tonnay,@Pembasmirasis,"Sep 7, 2021",,"sumpah bener2 gak tau ahmadiyah itu agamanya apa sih ??????????????????
@jokowi
 @Kiyai_MarufAmin
 @Kemenag_RI
 @MUIPusat
 @muhammadiyah
 @nahdlatululama",,,
ArulSep72021Ahmadiy,Arul,@Arul70848368,"Sep 7, 2021",@Dennysiregar7,"Ahmadiyah itu nabinya mirza ghulam ahmad jd mrk sdh termasuk menista agama islam,  krn mrk ngaku muslim tp nabinya lain, hrsnya kl nabinya lain, bikin agama sendiri bukan ngaku muslim itu bisa termasuk kategori pasal penistaan terhadap agama islam",1,,
ArulSep72021Ahmadiy,Arul,@Arul70848368,"Sep 7, 2021",,"Ahmadiyah itu nabinya mirza ghulam ahmad jd mrk sdh termasuk menista agama islam,  krn mrk ngaku muslim tp nabinya lain, hrsnya kl nabinya lain, bikin agama sendiri bukan ngaku muslim itu bisa termasuk kategori pasal penistaan terhadap agama islam",,,
#404.notfoundSep62021emang a,#404.not found,@342Kapoel,"Sep 6, 2021",@_ekokuntadhi,emang ahmadiyah itu islam bos?,,,
REZIMBANGSATSep62021Fatwa M,REZIM BANGSAT,@ZulkifliLubis69,"Sep 6, 2021",,"Fatwa MUI Soal Ahmadiyah 2005: Sesat dan Menyesatkan

Fatwa MUI merekomendasikan pemerintah menutup kegiatan Ahmadiyah https://republika.co.id/share/qyzkfo320?utm_source=facebook&utm_medium=social&utm_campaign=share_amp…
Tetapkan 9 Tersangka, Polisi Buru Dalang Perusak Rumah Ibadah Ahmadiyah di Sintang https://merdeka.com/peristiwa/tetapkan-9-tersangka-polisi-buru-dalang-perusak-rumah-ibadah-ahmadiyah-di-sintang.html…",,,3
Parahyanganpost.comSep62021Menag K,Parahyanganpost.com,@ParahyanganPost,"Sep 6, 2021",,Menag Kecam Perusakan Masjid Ahmadiyah,,,
BAGUSNGALAMSep62021Sudah s,BAGUS NGALAM,@BokirFase,"Sep 6, 2021",@_ekokuntadhi,Sudah saatnya pemerintah mengakui agama baru bernama AHMADIYAH. Karena nabinya bukan Baginda Nabi Muhammad SAW dan itu pasti bukan orang islam. Pelaku perusakan tempat ibadah umat lain itu pasti kriminal dan tidak dapat dibenarkan.,,,
"RevanegarSep62021""Rupany",Revanegar,@vanegar77,"Sep 6, 2021",@IdeyBad,"""Rupanya ini room nya ahmadiyah... "" itu apaan coba??  Ngetik panjang x lebar tapi gak paham apa yg diketik",,,
BUNGARAMPESIKKA0000000_1GARISNKRISep62021kalo ki,BUNGA RAMPE SIKKA 0000000_1 GARIS NKRI,@lukmanalwahid,"Sep 6, 2021",@Dennysiregar7,kalo kita analisis artinya kelompok yg rusaki rumah ibadah ahmadiyah sedang mmberi pesan bahwa satu waktu mrk miliki potensi untuk hancurkan kaum agama lainnya,1,1,4
𝗠𝘂𝘀𝗹𝗶𝗺𝗖𝘆𝗯𝗲𝗿𝗔𝗿𝗺𝘆Sep62021PA 212:,𝗠𝘂𝘀𝗹𝗶𝗺 𝗖𝘆𝗯𝗲𝗿 𝗔𝗿𝗺𝘆,@MCAOps,"Sep 6, 2021",,"PA 212: ""Pengrusakan masjid Jemaah Ahmadiyah Indonesia (JAI) di Kabupaten Sintang, Kalimantan Barat itu buntut karena kemarahan umat atas ketidaktegasan pemerintah membubarkan aliran yang dinilai sesat itu."" 
https://fajar.co.id/2021/09/06/respons-pembakaran-masjid-ahmadiyah-pa-212-itu-reaksi-umat-atas-pembiaran-aliran-sesat/…",8,77,451
Merdeka.comSep62021Tetapka,Merdeka.com,@merdekadotcom,"Sep 6, 2021",,"Tetapkan 9 Tersangka, Polisi Buru Dalang Perusak Rumah Ibadah Ahmadiyah di Sintang",1,1,4
PUTUMBAHDARMOSep62021Wis.. w,PUTU MBAH DARMO,@sunartoadhie32,"Sep 6, 2021",@Khoirudin_26,"Wis.. wis.. lak tenan..
Dapure koyok srumbatan klopo mesti angel..
Kalo emang Ahmadiyah sesat, laporkan yg berwenang..
@MUIPusat
 
@Kemenkumham_RI
 
@Kemenag_RI
 

Monggo Pak 
@DivHumas_Polri
 
@CCICPolri
 
Proses saja yg adil..
Kuuurang ajar tu orang..",,1,5
REI&COLAWYEROFFICESep62021Komnas ,REI & CO LAWYER OFFICE,@FirmRei,"Sep 6, 2021",,Komnas HAM Minta Polisi Usut Aktor Intelektual Perusakan Masjid Ahmadiyah,,,
AKUUPDATE.IDSep62021Polisi ,AKUUPDATE.ID,@akuupdate_id,"Sep 6, 2021",,Polisi Tetapkan 9 Perusak Masjid Ahmadiyah di Kalbar Jadi Tersangka,,,
"ElisaKoraagSep62021Menag 
",Elisa Koraag,@mamavanenbas,"Sep 6, 2021",,"Menag 
@YaqutCQoumas
 mengecam perusakan tempat ibadah jemaat Ahmadiyah di Kabupaten Sintang, Kalimantan Barat oleh sekelompok orang. #IndonesiaBertoleransi",,,
ekosusantoSep62021Perusak,eko susanto,@soesantoeko,"Sep 6, 2021",,Perusakan tempat ibadah Ahmadiyah terjadi lagi.. entah mengapa langsung teringat Gus Dur yg slalu gigih membela orang2 tertindas #gusdur,,,
HasianSep62021Setan B,Hasian,@sirajapadoha,"Sep 6, 2021",,"Setan BERJANGGUT itu bernama Dede Al Sintangi adalah PROVOKATOR dalam PEMBAKARAN RUMAH JEMAAH Ahmadiyah di Sintang Kalimantan.

Jenggot aja yg dipanjangin kalau isi Otaknya hanya isi t** Onta.",,,
BasirBuitenzorgSep62021Lhaaa..,BasirBuitenzorg,@BasyirPPIB311,"Sep 6, 2021",@muchlis_ar,"Lhaaa..kadernya yg jadi walkot aja nyegel mesjid Ahmadiyah di Depok, Partai Kadrun Selon",,,
MataMataDot.comSep62021Polisi ,MataMataDot.com,@MataMataDot,"Sep 6, 2021",,"Polisi Tetapkan 9 Tersangka Pembakaran Masjid Ahmadiyah di Kalbar

#masjidahmadiyah
#masjidahmadiyahsintang
#masjidahmadiyahkalbar
#masjidahmadiyahdibakar

Follow Me @matamatadotnews

https://bit.ly/3yS4mO2",,,
HasianSep62021@Dennys,Hasian,@sirajapadoha,"Sep 6, 2021",,"@Dennysiregar7
 mengatakan PRIA BERJANGGUT itu bernama Dede Al Sintangi PROVOKATOR dlm AKSI PERUSAKAN MASJID dan PEMBAKARAN RUMAH JEMAAH Ahmadiyah itu.

Giliran diminta pertanggung jawaban sama Polisi kabur dgn langkah seribu, dipikirnya dgn panjangin jenggot bisa membakar suka2.",2,,2
